name,department_name,total_number_of_students,number_of_master_degree_students,number_of_bachelors_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,graduations_in_appropriate_time_masters,teacher_support,support_in_studies,courses_offered,study_organisation,exams,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,bachelors,masters,phds
Fachhochschule Bielefeld,Fachbereich Ingenieurwissenschaften und Mathematik at the FH Bielefeld,240,70,170,b,0.694,0.576,2.1,2.1,2.2,1.6,,2,,1.5,,1.7,2,,,c,d,1,2,0
Fachhochschule Bielefeld,Fachbereich Wirtschaft und Gesundheit at the FH Bielefeld,520,103,417,c,0.964,,2.1,2.5,3.1,1.9,2.4,,,2.3,,2.3,2.4,,,a,d,2,1,0
Fachhochschule Bielefeld,Fachbereich Sozialwesen at the FH Bielefeld,"1,080",,"1,080",,0.821,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule der Diakonie,Studiengang Management im Sozial- und Gesundheitswesen at the FH Diakonie Bielefeld,280,,280,,,,,,,,,,,,,,,,,,,1,0,0
Fachhochschule der Diakonie,Studiengang Pflege at the FH Diakonie Bielefeld,110,,110,c,,,1.9,2.3,2.9,2.2,2.3,,,1.3,,,3,,,,,2,0,0
Fachhochschule der Diakonie,Studiengang Diakonie im Gemeinwesen at the FH Diakonie Bielefeld,270,,270,,0.706,,,,,,,,,,,,,,,,,0,0,0
Hochschule Bochum,Fachbereich A - Architektur at the HS Bochum,730,110,620,c,0.686,0.884,1.6,1.8,1.7,1.6,1.8,1.8,1.8,1.6,1.3,1.6,1.7,d,e,,,1,3,0
Hochschule Bochum,Fachbereich Wirtschaft at the HS Bochum,"2,710",,"2,710",a,0.94,,1.8,1.8,1.9,1.6,2.3,1.8,,2,2,2,1.8,c,d,c,d,2,3,0
Hochschule Bochum,Fachbereich Wirtschaft - International Business and Management at the HS Bochum,"2,710",,"2,710",a,0.951,0.729,2.1,1.9,2,1.8,2.5,2,2,2,1.9,1.9,2,b,c,d,d,1,1,0
Hochschule Bochum,Fachbereich Elektrotechnik und Informatik at the HS Bochum,90,,90,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Bochum,Fachbereich B - Bauingenieurwesen at the HS Bochum,50,10,40,b,,,,,,,,,,,,,,d,b,b,d,3,2,0
Hochschule Bochum,Fachbereich Geodäsie at the HS Bochum,200,20,180,d,0.667,,,,,,,,,,,,,e,e,d,,2,1,0
Hochschule Bochum,Fachbereich Elektrotechnik und Informatik at the HS Bochum,330,16,314,c,0.615,,,,,,,,,,,,,e,11,d,,1,1,0
Hochschule Bochum,Fachbereich Elektrotechnik und Informatik at the HS Bochum,440,60,380,d,0.625,0.714,,,,,,,,,,,,d,d,,,2,1,0
Hochschule Bochum,Fachbereich B - Bauingenieurwesen at the HS Bochum,50,10,40,b,,,,,,,,,,,,,,d,b,b,d,3,2,0
Hochschule Bochum,Fachbereich Wirtschaft at the HS Bochum,580,,580,,0.487,,,,,,,,,,,,,,,,,0,0,0
Hochschule Bochum,Fachbereich M - Mechatronik und Maschinenbau at the HS Bochum,790,80,710,b,0.738,0.484,,,,,,2.5,,2.8,,2.6,,,,d,e,2,1,0
Hochschule Bochum,Fachbereich M - Mechatronik und Maschinenbau at the HS Bochum,350,50,300,b,0.518,0.69,2.7,3.2,2.9,2.1,2.9,,,2.4,,2.4,2.9,c,d,d,e,2,1,0
Fachhochschule Dortmund,Fachbereich Architektur at the FH Dortmund,810,60,750,b,0.513,,2.2,2.3,2.4,2,2.2,2.3,2.1,2.3,1.7,1.9,2.3,e,d,,,2,2,0
Fachhochschule Dortmund,Fachbereich Wirtschaft at the FH Dortmund,"2,780",,"2,780",c,0.705,0.565,,,,,,,,,,,,c,c,c,d,4,9,0
Fachhochschule Dortmund,Fachbereich Informatik at the FH Dortmund,"1,380",,"1,380",b,0.284,0.415,,,,,,,,,,,,e,e,c,c,3,3,0
Fachhochschule Dortmund,Fachbereich Informatik at the FH Dortmund,"1,770",202,"1,568",a,0.339,0.15,1.7,1.8,,1.4,1.9,2,,1.4,1.7,1.4,,d,e,d,,3,3,0
Fachhochschule Dortmund,Fachbereich Elektrotechnik at the FH Dortmund,"1,730",230,"1,500",,0.432,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Dortmund,Fachbereich Informationstechnik at the FH Dortmund,"1,730",230,"1,500",,0.432,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Dortmund,Fachbereich Maschinenbau at the FH Dortmund,"1,960",,"1,960",,0.245,0.607,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Dortmund,Fachbereich Maschinenbau at the FH Dortmund,"1,960",,"1,960",,0.245,0.607,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Dortmund,Fachbereich Angewandte Sozialwissenschaften at the FH Dortmund,"2,330",,"2,330",,0.683,,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Peter Behrens School of Arts at the HS Düsseldorf,850,160,690,,0.769,0.814,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich 7 - Wirtschaft at the HS Düsseldorf,"1,360",,"1,360",c,0.832,1,2.1,2.3,2.3,1.9,2.6,2.2,2.3,1.4,1.8,2.1,2,d,d,c,,2,1,0
Hochschule Düsseldorf,Fachbereich Medien at the HS Düsseldorf,540,118,422,c,0.491,0.217,,,,,,,,,,,,e,d,b,,1,1,0
Hochschule Düsseldorf,Fachbereich Elektro- und Informationstechnik at the HS Düsseldorf,"1,550",160,"1,390",,0.435,,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich Maschinenbau und Verfahrenstechnik at the HS Düsseldorf,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich 3 - Elektrotechnik at the HS Düsseldorf,990,,990,,0.415,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich 4 - Maschinenbau und Verfahrenstechnik at the HS Düsseldorf,990,,990,,0.415,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich Maschinenbau und Verfahrenstechnik at the HS Düsseldorf,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich Maschinenbau und Verfahrenstechnik at the HS Düsseldorf,950,,950,,0.26,0.7,,,,,,,,,,,,,,,,0,0,0
Hochschule Düsseldorf,Fachbereich 6 - Sozial- und Kulturwissenschaften at the HS Düsseldorf,"2,640",,"2,640",,0.684,0.646,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Wirtschaft at the Westfälische HS/Gelsenkirchen,"1,090",,"1,090",,0.548,0.688,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Informatik und Kommunikation at the Westfälische HS/Gelsenkirchen,400,,400,,0.565,,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Informatik und Kommunikation at the Westfälische HS/Gelsenkirchen,860,118,742,,0.219,0.16,,,,,,,,,,,,,,,,2,3,0
Westfälische Hochschule,Fachbereich Elektrotechnik und angewandte Naturwissenschaften at the Westfälische HS/Gelsenkirchen,490,130,360,,0.364,,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Maschinenbau und Facilities Management at the Westfälische HS/Gelsenkirchen,440,,440,,0.148,0.562,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Maschinenbau und Facilities Management at the Westfälische HS/Gelsenkirchen,520,90,430,c,0.5,,,,,,2.8,2.7,,1.8,,2.6,,,,c,c,2,2,0
Westfälische Hochschule,Fachbereich Maschinenbau und Facilities Management at the Westfälische HS/Gelsenkirchen,520,90,430,c,0.5,,,,,,2.8,2.7,,1.8,,2.6,,,,c,c,2,2,0
Westfälische Hochschule,Fachbereich Elektrotechnik und angewandte Naturwissenschaften at the Westfälische HS/Gelsenkirchen,180,,180,,0.333,,,,,,,,,,,,,,,,,0,0,0
Westfälische Hochschule,Fachbereich Maschinenbau und Facilities Management at the Westfälische HS/Gelsenkirchen,740,130,610,c,0.265,0.576,,,,,,,,,,,,,,c,c,4,2,0
Technische Hochschule Köln,Fakultät für Architektur at the TH Köln,910,330,580,c,0.6,0.165,2.2,2.5,2.5,2.3,2.6,2.6,1.7,2.8,1.9,2.4,2.7,c,d,,,1,2,0
Technische Hochschule Köln,Fakultät für Wirtschafts- und Rechtswissenschaften at the TH Köln,"2,030",,"2,030",b,0.674,0.587,2.6,2.5,2.5,2,2.5,2.5,2.3,2.3,2.1,2.4,2.2,d,d,c,,3,2,0
Technische Hochschule Köln,Fakultät für Bauingenieurwesen und Umwelttechnik at the TH Köln,"1,030",90,940,c,0.564,0.308,,,,,,,,,,,,d,d,c,c,2,1,0
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",80,80,0,,0.172,,,,,,,,,,,,,,d,,c,0,1,0
Technische Hochschule Köln,Fakultät für Wirtschafts- und Rechtswissenschaften at the TH Köln,500,,500,,0.709,0.5,,,,,,,,,,,,c,d,c,,0,2,0
Technische Hochschule Köln,"Fakultät für Informations- , Medien- und Elektrotechnik at the TH Köln",870,63,807,b,0.444,0.053,,,,,,,,,,,,c,b,c,,1,1,0
Technische Hochschule Köln,"Fakultät für Informations-, Medien- und Elektrotechnik at the TH Köln","2,040",380,"1,660",b,0.351,0.314,2,2.6,2.3,1.6,,,,,,,,c,b,b,d,2,3,0
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",530,,530,b,0.825,,2.5,2.4,3,1.8,2.8,2.4,2.6,3,1.7,,2.6,,,a,b,1,1,0
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",200,,200,b,,0.568,,,,,,,,,,,,,,b,,1,0,0
Technische Hochschule Köln,Fakultät für Fahrzeugsysteme und Produktion at the TH Köln,900,,900,b,0.348,0.568,3.1,3.3,3.1,3,3.5,2.9,2.7,3.9,,2.9,3.3,,,a,,1,0,0
Technische Hochschule Köln,"Fakultät für Anlagen, Energie- und Maschinensysteme at the TH Köln",130,130,0,,,0.436,,,,,,,,,,,,,,,c,0,1,0
Technische Hochschule Köln,Fakultät für Angewandte Sozialwissenschaften at the TH Köln,"2,360",,"2,360",b,0.703,0.333,2.5,2.6,3,3.2,2.8,2.8,2.4,2.6,2.3,2.6,2.9,,,d,,2,2,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 4 Life Science Technologies at the TH OWL/Lemgo,470,,470,,0.694,,2.6,2.5,2.9,2,2.2,2.5,2.5,2.7,2,2.7,2.5,,,,,0,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,470,,470,b,0.635,,1.6,1.8,,1.4,,1.7,1.5,1.9,1.8,1.7,1.7,c,c,b,a,1,1,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Wirtschaftswissenschaften at the TH OWL/Lemgo,,,0,,,,,,,,,,,,,,,,,,,1,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 4 Life Science Technologies at the TH OWL/Lemgo,470,,470,,0.694,,2.6,2.5,2.9,2,2.2,2.5,2.5,2.7,2,2.7,2.5,,,,,0,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,120,,120,a,0.455,,,,,,,,,,,,,d,,a,,1,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 5 Elektrotechnik und Technische Informatik at the TH OWL/Lemgo,260,100,160,a,0.684,,1.9,2,2.1,1.5,2,1.9,,,,1.9,1.8,d,,c,,1,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich Produktions- und Holztechnik at the TH OWL/Lemgo,230,,230,b,0.412,,2,2,,1.7,2.1,,,,,,,,,b,,1,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,410,90,320,b,0.649,0.643,1.5,1.7,2,1.2,,,,,,,1.9,,,c,c,2,1,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 7 Produktion und Wirtschaft at the TH OWL/Lemgo,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,410,90,320,b,0.649,0.643,1.5,1.7,2,1.2,,,,,,,1.9,,,c,c,2,1,0
Technische Hochschule Ostwestfalen-Lippe,Fachbereich 6 Maschinentechnik u. Mechatronik at the TH OWL/Lemgo,100,,100,b,0.788,0.636,,,,,,,,,,,,d,,c,,1,0,0
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,340,,340,b,0.377,,2.7,3,2.7,2.5,3.2,2.8,,2,1.6,2.1,3,,,d,d,1,1,0
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,490,,490,,,,,2.1,3,1.7,2.1,,,1.6,1.6,2,2.3,,,,,1,1,0
Fachhochschule Südwestfalen,Fachbereich Informatik und Naturwissenschaften at the FH Südwestf./Iserlohn,20,,20,b,,,,,,,,,,,,,,,,d,,1,0,0
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,"1,220",300,920,a,0.45,,,,,,2.2,2.2,,1.7,,1.7,,,,c,d,6,2,0
Fachhochschule Südwestfalen,Fachbereich Maschinenbau at the FH Südwestf./Iserlohn,230,,230,a,,,,,2.9,1.8,2.5,2.6,,2,,1.8,2.7,d,,b,,1,1,0
Fachhochschule Münster,Fachbereich Architektur at the FH Münster,930,310,620,a,0.659,0.311,1.8,1.8,2,1.6,1.8,2.2,2,1.7,1.4,1.6,1.6,c,b,,,1,1,0
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,"2,200",,"2,200",a,0.798,0.506,1.8,2.5,2.9,1.7,2.3,2,,1.6,2.2,1.9,,c,c,c,c,7,7,0
Fachhochschule Münster,Fachbereich Wirtschaft at the FH Münster,310,,310,c,0.766,0.857,1.7,1.8,2.2,1.3,2.4,1.7,2.7,1.3,1.7,1.4,1.5,d,e,c,d,1,2,0
Fachhochschule Münster,Fachbereich Bauingenieurwesen at the FH Münster,"1,460",320,"1,140",c,0.695,0.287,2.2,2.6,2.8,2.2,2,1.7,3,1.3,,1.6,2.3,e,e,c,c,4,1,0
Fachhochschule Münster,Fachbereich Pflege und Gesundheit at the FH Münster,110,,110,,1,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule Münster,Fachbereich Sozialwesen at the FH Münster,"2,270",,"2,270",,0.807,0.842,,,,,,,,,,,,,,,,0,0,0
Hochschule Niederrhein,Fachbereich 01 Chemie at the HS Niederrhein/Krefeld,830,,830,b,0.663,0.77,2.8,3.2,3.1,2.5,2.4,3.1,4.3,2.9,2.4,2.8,3,,,d,e,6,4,0
Hochschule Niederrhein,Fachbereich Elektrotechnik und Informatik at the HS Niederrhein/Krefeld,"1,020",46,974,,0.712,0.8,,,,,,,,,,,,,,,,0,0,0
Hochschule Niederrhein,Fachbereich 03 Elektrotechnik und Informatik at the HS Niederrhein/Krefeld,490,80,410,,0.39,,,,,,,,,,,,,,,,,0,0,0
Hochschule Niederrhein,Fachbereich Wirtschaftsingenieurwesen at the HS Niederrhein/Krefeld,950,,950,,0.4,0.812,,,,,,,,,,,,,,,,0,0,0
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,830,130,700,a,0.485,0.75,,,,,2,2.1,,,,1.8,,,,d,d,3,1,0
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,120,,120,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Niederrhein,Fachbereich Gesundheitswesen at the HS Niederrhein/Krefeld,,,0,b,,,,,,,,,,,,,,,,a,,2,0,0
Hochschule Niederrhein,Fachbereich 04 Maschinenbau und Verfahrenstechnik at the HS Niederrhein/Krefeld,240,10,230,a,0.394,,,,,,,,,,,,,,,d,d,3,2,0
Hochschule Bonn-Rhein-Sieg,Fachbereich Wirtschaftswissenschaften at the HS Bonn-Rh.S./St. Augustin,"1,470",,"1,470",b,0.696,,1.7,1.7,1.7,1.6,1.9,1.6,1.6,1.4,1.2,1.6,1.4,c,,c,,2,2,0
Hochschule Bonn-Rhein-Sieg,Fachbereich Informatik at the HS Bonn-Rh.S./St. Augustin,560,,560,b,0.444,,,,,,,,,,,,,c,,c,,1,0,0
Hochschule Bonn-Rhein-Sieg,Fachbereich Informatik at the HS Bonn-Rh.S./St. Augustin,"2,190",255,"1,935",c,0.453,0.293,,,2.2,1.9,2.3,2.4,,2,1.5,2,1.8,c,c,d,,1,1,0
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",580,70,510,b,0.595,,,,,,,1.9,,1.7,,,,d,d,b,d,2,1,0
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",680,100,580,b,0.772,0.804,,,,,2.4,2.4,,1.4,,2,,,,b,d,4,1,0
Hochschule Bonn-Rhein-Sieg,"Fachbereich Elektrotechnik, Maschinenbau und Technikjournalismus at the HS Bonn-Rh.S./St. Augustin",680,100,580,b,0.772,0.804,,,,,2.4,2.4,,1.4,,2,,,,b,d,4,1,0
IUBH Internationale Hochschule,Betriebswirtschaftliche Studiengänge at the IUBH/Bad Honnef (priv.),530,,530,b,1,,1.3,1.4,1.3,1.3,1.4,1.3,1.2,1.3,1.3,1.3,1.1,c,,b,,7,0,0
IUBH Internationale Hochschule,Studiengang Wirtschaftsinformatik at the IUBH/Bad Honnef (priv.),,,0,,,,,,,,,,,,,,,,,,,0,0,0
IUBH Internationale Hochschule,Studiengänge Soziale Arbeit at the IUBH/Bad Honnef (priv.),"1,970",,"1,970",b,,,1.3,1.6,1.7,1.4,1.5,,,1.4,2,1.6,1.3,,,,,1,0,0
International School of Management (ISM),BWL-Studiengänge (Dortmund) at the ISM/Dortmund (priv.),740,,740,b,0.626,1,,,,,,,,,,,,c,c,b,c,9,7,0
International School of Management (ISM),Wirtschaftspsychologie-Studiengänge (Dortmund) at the ISM/Dortmund (priv.),80,,80,b,,,,,,,,,,,,,,d,d,b,c,1,2,0
International School of Management (ISM),Studiengang Business Law (Dortmund) at the ISM/Dortmund (priv.),20,,20,,,,,,,,,,,,,,,,,,,0,1,0
Rheinische Fachhochschule Köln,Medizinökonomie at the RFH Köln (priv.),,,0,,,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Medizinökonomie und Gesundheit at the RFH Köln (priv.),800,,800,,1,1,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),800,,800,,1,1,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Medien at the RFH Köln (priv.),800,,800,,1,1,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),240,,240,,1,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),540,,540,,1,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Wirtschaft und Recht at the RFH Köln (priv.),250,,250,,1,1,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Studiengänge Ingenieurwesen at the RFH Köln (priv.),610,,610,,0.86,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Ingenieurwesen at the RFH Köln (priv.),940,,940,,0.598,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Studiengänge Ingenieurwesen at the RFH Köln (priv.),780,,780,,0.896,,,,,,,,,,,,,,,,,0,0,0
Rheinische Fachhochschule Köln,Fachbereich Medizinökonomie & Gesundheit at the RFH Köln (priv.),10,,10,,,,,,,,,,,,,,,,,,,1,0,0
Fachhochschule der Wirtschaft (FHDW),Betriebswirtschaftliche Studiengänge at the FHDW Nordrhein-Westfalen (priv.),280,,280,,1,0.5,,,,,,,,,,,,,,,,0,0,0
Fachhochschule der Wirtschaft (FHDW),Studiengang Wirtschaftsinformatik at the FHDW Nordrhein-Westfalen (priv.),260,,260,,1,,,,,,,,,,,,,,,,,0,0,0
Fachhochschule der Wirtschaft (FHDW),Studiengang Angewandte Informatik at the FHDW Nordrhein-Westfalen (priv.),110,63,47,,,,,,,,,,,,,,,,,a,,1,1,0
Evangelische Hochschule Rheinland-Westfalen-Lippe,Fachbereich II: Heilpädagogik und Pflege at the EvHS Rheinland/Bochum,210,,210,,0.805,,1.8,2.4,3.4,2.1,,2.4,2,,2.7,,2.4,,,e,,2,0,0
Evangelische Hochschule Rheinland-Westfalen-Lippe,Soziale Arbeit at the EvHS Rheinland/Bochum,"1,990",,"1,990",,0.849,0.698,,,,,,,,,,,,,,,,0,0,0
Katholische Hochschule Nordrhein-Westfalen,Fachbereich Sozialwesen (Aachen) at the KatHO NRW/Aachen,"1,120",,"1,120",b,0.665,0.554,2.4,2.3,2.6,2,2.6,2.5,2.4,2.2,2.8,2,2.3,,,a,b,1,1,0
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,330,,330,,0.538,,,2.5,2.4,2.2,2.3,,1.9,2.2,2.5,2.7,,,,,,0,0,0
Technische Hochschule Bingen,Fachbereich 2 at the TH Bingen,390,20,370,c,0.625,0.333,,,,,,,,,,,,e,d,c,,3,1,0
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik und Wirtschaft at the TH Bingen",250,80,170,d,0.577,,,,,,2.2,,,2,,1.9,,c,c,e,e,2,1,0
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,330,,330,,0.538,,,2.5,2.4,2.2,2.3,,1.9,2.2,2.5,2.7,,,,,,0,0,0
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik, Wirtschaft at the TH Bingen",440,,440,,0.404,0.939,,,,,,,,,,,,,,,,0,0,0
Technische Hochschule Bingen,"Fachbereich 2 - Technik, Informatik und Wirtschaft at the TH Bingen",220,40,180,,0.5,,,,,,,,,,,,,,,a,a,1,1,0
Technische Hochschule Bingen,Fachbereich 1 - Life Sciences and Engineering at the TH Bingen,440,140,300,d,0.286,,,,,,,,,,,,,,,c,d,4,3,0
Hochschule Kaiserslautern,Fachbereich Bauen und Gestalten at the HS Kaiserslautern,330,30,300,c,0.879,,,,,,,,,,,,,e,e,,,1,1,0
Hochschule Kaiserslautern,Fachbereich Bauen und Gestalten at the HS Kaiserslautern,370,,370,,0.524,0.95,,,,,,,,,,,,,,,,0,0,0
Hochschule Kaiserslautern,Fachbereich Angewandte Ingenieurwissenschaften at the HS Kaiserslautern,380,170,210,,0.264,,,,,,,,,,,,,,,,,0,0,0
Hochschule Kaiserslautern,Fachbereich Angewandte Ingenieurwissenschaften at the HS Kaiserslautern,510,,510,,0.319,,,,,,,,,,,,,,,,,0,0,0
Hochschule Kaiserslautern,Fachbereich Angewandte Ingenieurwissenschaften at the HS Kaiserslautern,370,,370,,0.443,,,,,,,,,1.7,,,,,,,,0,0,0
Hochschule Kaiserslautern,Fachbereich Angewandte Ingenieurwissenschaften at the HS Kaiserslautern,150,,150,,0.333,1,,,,,,,,,,,,,,,,0,0,0
Hochschule Kaiserslautern,Fachbereich Angewandte Ingenieurwissenschaften at the HS Kaiserslautern,,,0,,,,,,,,,,,,,,,,,,,0,0,0
Hochschule Koblenz,Fachbereich bauen - kunst - werkstoffe at the HS Koblenz,480,120,360,c,0.975,0.759,2.2,2.3,2.7,2.2,2.4,3,1.9,2.6,2.1,2.6,2.4,e,d,,,1,1,0
Hochschule Koblenz,Fachbereich Wirtschaftswissenschaften at the HS Koblenz,"1,250",,"1,250",,0.921,0.939,,,,,,,,,,,,,,,,0,0,0
Hochschule Koblenz,Fachbereich bauen - kunst - werkstoffe at the HS Koblenz,940,140,800,c,0.775,0.367,,,,,2.5,2.2,,2,,1.9,,d,c,b,d,5,1,0
Hochschule Koblenz,Fachbereich Mathematik und Technik at the HS Koblenz,,,0,,,,,,,,,,,,,,,,,a,,1,0,0
Hochschule Koblenz,Fachbereich Ingenieurwesen at the HS Koblenz,550,50,500,b,0.712,0.411,,,,,,2.4,,,,,,d,d,c,c,4,1,0
Hochschule Koblenz,Fachbereich Ingenieurwesen at the HS Koblenz,520,,520,a,1,1,,,,,,,,,,,,b,b,b,c,1,1,0
Hochschule Koblenz,Fachbereich bauen-kunst-werkstoffe at the HS Koblenz,790,,790,,0.632,1,2,,2.1,,,2.1,,1.5,,1.9,,,,,,0,0,0
Hochschule Koblenz,Fachbereich Ingenieurwesen at the HS Koblenz,670,60,610,b,0.795,0.411,,,,,2.7,2.6,,1.9,,2,,,,c,c,3,1,0
Hochschule Koblenz,Fachbereich Ingenieurwesen at the HS Koblenz,150,,150,b,0.72,,2.4,,,2,2.6,,,,,1.8,,d,,c,,2,0,0
Hochschule Koblenz,Fachbereich Sozialwissenschaften at the HS Koblenz,"1,270",,"1,270",,0.609,0.24,,,,,,,,,,,,,,,,0,0,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,"Fachbereich I - Management, Controlling, HealthCare at the HWG Ludwigshafen",880,,880,b,,0.571,1.6,1.5,2.3,1.3,1.6,,2.7,1.9,1.9,2,1.5,c,d,b,d,3,3,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Fachbereich II - Marketing und Personalmanagement at the HWG Ludwigshafen,"3,090",,"3,090",,0.833,0.608,,,,,,,,,,,,,,,,0,0,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Fachbereich III - Dienstleistungen und Consulting at the HWG Ludwigshafen,"3,090",,"3,090",,0.833,0.608,,,,,,,,,,,,,,,,0,0,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Fachbereich III - Dienstleistungen und Consulting at the HWG Ludwigshafen,420,,420,,0.897,0.812,,,,,,,,,,,,,,,,0,0,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Fachbereich IV - Sozial- und Gesundheitswesen at the HWG Ludwigshafen,90,,90,,0.938,,,,,,,,,,,,,,,,,0,0,0
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Fachbereich IV - Sozial- und Gesundheitswesen at the HWG Ludwigshafen,560,,560,,0.85,0.714,,,,,,,,,,,,,,,,0,0,0
Hochschule Mainz,Fachbereich Technik at the HS Mainz,310,40,270,c,0.961,0.733,2,2.6,2.9,2.1,2.8,2,2.6,3.9,,2.5,2.4,e,e,,,2,1,0
Hochschule Mainz,Fachbereich Wirtschaft at the HS Mainz,"2,270",,"2,270",,0.825,0.59,,,,,,,,,,,,,,,,0,0,0
Hochschule Mainz,Fachbereich Wirtschaft at the HS Mainz,270,,270,,0.863,0.955,,,,,,,,,,,,,,,,0,0,0
Hochschule Mainz,Fachbereich Technik at the HS Mainz,370,60,310,c,0.69,0.5,,,,,3,2.8,,3.9,,2.7,,c,d,d,,2,1,0
Hochschule Mainz,Fachbereich Wirtschaft at the HS Mainz,530,,530,,0.718,0.875,,,,,,,,,,,,,,,,0,0,0
Hochschule Mainz,Fachbereich Technik at the HS Mainz,,,0,,,,,,,,,,,,,,,,,,,2,2,0
