name,department_name,teaching_staff_at_the_department,total_number_of_students,number_of_master_degree_students,total_score_for_support_in_the_study_entry_phase,graduations_in_appropriate_time_undergraduate_degrees,share_of_anglophone_research_groups,teacher_support,support_in_studies,courses_offered,teaching_of_technical/professional_competence,teaching_of_methodological_competence,teaching_of_interdisciplinary_competence,study_organisation,exams,laboratory_internships,excursions,research_orientation,job_market_preparation,support_for_stays_abroad,rooms,library,it_infrastructure,overall_study_situation,schoolpractice,teacher_qualification_students,teacher_qualification_programmes,teacher_qualification_centre,teacher_qualification_monitor_in_german,further_degree_courses_of_the_department,degree_courses,url,percentage_of_teaching_by_practitioners,graduations_in_appropriate_time_masters,outgoing_students,bachelor_theses_in_cooperation_with_work_environment,master_theses_in_cooperation_with_work_environment,share_of_professors_with_work_experience,publications_per_professor,third_party_funds_per_academic,doctorates_per_professor,research_reputation,return_rate_of_the__questionnaires,students_in_cooperative_education,international_orientation_bachelors,international_orientation_masters,contact_with_work_environment_bachelors,contact_with_work_environment_masters,publications_per_academic,transition_to_masters_studies,provision_of_instruments_pre_clinical,provision_of_instruments_for_clinical_studies,citations_per_publication,third_party_funds_per_professor,habilitation_treatises_in_ten_years,dentists_chairs,phantom_heads,laboratories,share_of_external_repetitions_visited,exam_preparation,exams_preparation___specific_offers,exams_preparation___training,exams_preparation___addiotional_services,exam_results,assistance_with_exam_preparation,self_study_places,habilitation_treatises_per_ten_professors,support_in_bedside_teaching,dovetailing_of_pre_clinic_and_clinic_studies,clerkship,skills_labs,cooperative_doctoral_degrees_in_three_years,support_during_practical_semester,sports_facilities,publications_per_professor_in_business_administration,publications_per_professor_in_economics,professional_qualification_for_architects,scientific_artistical_orientation,workstations,professors_with_own_engineering_company,extent_of_interlinking,coordination_of_theory_and_practice_phases,subject_specific_equipment,study_quality_funds_for_excursions
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=112,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät - FIM at the Uni Bayreuth,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Finance and Information Management (M.Sc., elite course)', 'url': 'https://ranking.zeit.de/che/en/studiengang/42615'}]",https://ranking.zeit.de/che/en/fachbereich/605004,35.0%,100.0%,25.0%,no data,71.1%,33.0%,,178.5T€,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,,"2,380",,9/14points,77.4%,,1.9,1.8,1.7,,,,1.6,2.0,,,1.9,2.0,2.0,1.4,1.5,1.6,1.5,,,,,,Finance and Information Management (M.Sc. with honors),"[{'name': 'Business Administration (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18854'}, {'name': 'Health Economics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18851'}, {'name': 'Business Administration (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25653'}, {'name': 'Health Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18857'}, {'name': 'Health Care Management (MBA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25654'}, {'name': 'Sports Management (MBA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38686'}, {'name': 'Marketing & Sales Management (MBA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41933'}]",https://ranking.zeit.de/che/en/fachbereich/300034,15.0%,49.3%,2.0%,9.9%,19.9%,50.0%,"Points per professor within the range 1,2 to 2,3",17.7T€,0.7,4.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",,830,218,11/14points,"Median 6,0; Source: Gesellschaft Deutscher Chemiker",,,2.6,,10/10points,9/10points,7/10points,1.7,,2.2,,,,,,,,2.1,,210,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Chemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15421'}, {'name': 'Biochemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37550'}, {'name': 'Polymer- and Colloid Chemistry (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/15422'}, {'name': 'Biochemistry and Molecular Biology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37850'}, {'name': 'Polymer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20789'}, {'name': 'Materials Chemistry and Catalysis (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20787'}, {'name': 'Biorganic chemistry (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20788'}]",https://ranking.zeit.de/che/en/fachbereich/200033,,,,,,,,,,,"The results are based on the answers of 55 (90,2 % of the invited) students.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",,670,117,8/14points,61.8%,,1.7,2.0,,,,,1.6,1.6,,,1.9,,,1.1,,1.3,2.1,,,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27048'}, {'name': 'Applied Computer Science (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21500'}, {'name': 'Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27454'}, {'name': 'Applied Computer Science (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21501'}]",https://ranking.zeit.de/che/en/fachbereich/420491,no data,64.0%,0.0%,2.2%,2.2%,12.5%,,35.9T€,0.8,,,none,3/9points,6/9points,2/11points,3/11points,2.8,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,,"1,350",,11/14points,80.1%,,1.9,1.7,1.7,,,,1.5,1.9,,,1.9,2.2,1.8,1.5,1.7,1.6,1.5,,,,,,,"[{'name': 'Economics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18953'}, {'name': 'Philosophy & Economics (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18951'}, {'name': 'International Economics and Development (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25162'}, {'name': 'Economics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18950'}, {'name': 'History & Economics (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38679'}, {'name': 'International Economics and Development (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25163'}, {'name': 'Philosophy & Economics (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/18952'}]",https://ranking.zeit.de/che/en/fachbereich/300134,17.0%,50.8%,4.0%,2.0%,2.9%,50.0%,"Points per professor within the range 1,1 to 1,7",6.0T€,0.4,2.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Kulturwissenschaftliche Fakultät at the Uni Bayreuth,9,170,no data available,,<10 graduades/year in at least one of the years surveyed; source: department survey,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Culture and Society (BA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41465'}]",https://ranking.zeit.de/che/en/fachbereich/604215,8.0%,no data available,,14.3%,50.0%,33.0%,4.4,7.0T€,0.7,,,,,,2/11points,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,15,120,30,7/14points,63.8%,,,,,,,,,,,,,,,,,,,,100,teacher qualification (B.Ed./M.Ed./StEx),Link,Link,none,"[{'name': 'English/American Studies (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/9517'}, {'name': 'Intercultural Anglophone Studies (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/11354'}]",https://ranking.zeit.de/che/en/fachbereich/30509,,43.3%,5.0%,,,,,,,,,,7/9points,8/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=107,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",,290,95,11/14points,87.5%,,,,,,,,,,,2.2,2.1,3.2,3.2,,,,,,210,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Geography (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21314'}, {'name': 'African Development Studies in Geography (B.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14631'}, {'name': 'Human Geography (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/27376'}, {'name': 'Environmental Geography (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40406'}]",https://ranking.zeit.de/che/en/fachbereich/430035,10.0%,12.8%,1.0%,10.3%,5.6%,10.0%,,47.0T€,0.3,19.6%,,,1/9points,1/9points,5/12points,5/12points,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Biologie, Chemie und Geowissenschaften at the Uni Bayreuth",,370,181,11/14points,95.6%,,2.1,2.2,2.0,,,,1.5,2.5,,1.9,2.3,2.3,2.6,2.1,1.7,1.6,1.7,,,,,,none,"[{'name': 'Geoecology (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14830'}, {'name': 'Global Change Ecology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20967'}, {'name': 'Geoecology (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34243'}, {'name': 'Enviromental Chemistry (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40409'}, {'name': 'Experimental Geosciences (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34290'}]",https://ranking.zeit.de/che/en/fachbereich/430036,2.0%,40.0%,1.0%,13.9%,6.5%,20.0%,,93.5T€,1.1,11.3%,,,1/9points,6/9points,2/12points,5/12points,5.1,,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,6,530,230,10/14points,78.6%,,,,,,,,,,,,,,,,,,,,170,no data,Link,Link,none,"[{'name': 'German Studies (B.A., major/minor)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16804'}, {'name': 'Intercultural German Language and Literature (B.A., major/minor)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41319'}, {'name': 'Intercultural German Language and Literature (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16805'}, {'name': 'Literature and Media (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16807'}, {'name': 'Language - Interaction - Culture (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/24659'}, {'name': 'Literature in the Cultural Context (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/16806'}]",https://ranking.zeit.de/che/en/fachbereich/30014,,26.5%,0.0%,,,,,,,,,,3/9points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,,380,,10/12points,73.7%,,2.1,1.8,2.0,,,,1.7,1.9,,,2.2,2.1,2.3,1.5,1.5,1.5,1.5,,,,,,,"[{'name': 'Industrial Engineering (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25110'}, {'name': 'Industrial Engineering (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/25656'}]",https://ranking.zeit.de/che/en/fachbereich/9500582,19.0%,93.7%,1.0%,26.6%,26.6%,60.0%,,,,,,,5/13points,5/13points,7/12points,6/12points,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=117,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Rechts- und Wirtschaftswissenschaftliche Fakultät at the Uni Bayreuth,,"2,210",,6/12points,,,1.8,1.9,1.7,,,,1.7,2.0,,,1.8,1.9,1.9,1.5,1.7,1.7,1.5,,,,,,,"[{'name': 'Law (St)', 'url': 'https://ranking.zeit.de/che/en/studiengang/959'}, {'name': 'German-Spanish course Law (LL.B.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41983'}, {'name': 'Law and Economics (LL.B.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41982'}, {'name': 'Postgraduate course for international students (LL.M.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38006'}, {'name': 'Sports Law (University of Bayreuth) (LL.M.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/38692'}]",https://ranking.zeit.de/che/en/fachbereich/400035,,,,,,,,17.8T€,1.4,,,,,,,,,,,,,,,,,,56.9%,3/10points,1/4points,1/4points,1/2points,17.4%,1.8,1.8,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=108,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",,270,55,8/14points,85.2%,,,,,,,,,,,,,,,,,,,,370,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Mathematics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/14530'}, {'name': 'Business Mathematics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21354'}, {'name': 'Technomathematics (B Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21353'}, {'name': 'Mathematics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21355'}, {'name': 'Business Mathematics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21357'}, {'name': 'Technomathematics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21356'}]",https://ranking.zeit.de/che/en/fachbereich/400033,,80.0%,,,,,,31.7T€,0.4,,,,1/9points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=109,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,60,60,7/14points,no bachelors' degree programme,,,,,,,,,,,,,,,,,,,,,,,,none,"[{'name': 'Automotive Engineering and Mechatronics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37308'}]",https://ranking.zeit.de/che/en/fachbereich/140019,2.0%,59.4%,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,no bachelors' degree programme,3/9points,no bachelors' degree programme,no data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,"Fakultät für Mathematik, Physik und Informatik at the Uni Bayreuth",,200,57,10/14points,98.2%,50.0%,1.7,2.0,2.1,,,,1.5,1.8,2.1,,1.7,,rank group not assignable,1.9,1.5,1.4,1.7,,110,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Physics (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21306'}, {'name': 'Physics (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21307'}]",https://ranking.zeit.de/che/en/fachbereich/400034,,91.2%,0.0%,,,,,,,,,,2/10points,5/10points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Fakultät für Ingenieurwissenschaften at the Uni Bayreuth,,200,70,7/14points,56.4%,,,,,,,,,,,,,,,,,,,,,,,,Automotive und Mechatronics (M.Sc.),"[{'name': 'Engineering Science (B.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36316'}, {'name': 'Materials Science and Technology (B.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36317'}, {'name': 'Power Engineering (M.Sc.)\n(IntDiscip)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37306'}, {'name': 'Materials Science and Technology (M.Sc.)\n(MatSE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37305'}, {'name': 'Biotechnology and Chemical Process Engineering (M.Sc.)\n(PE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/37307'}, {'name': 'Mechanical Engineering (M.Sc.)\n(ME)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41048'}, {'name': 'Environment and Resource Technology (B.Sc.)\n(EnvE)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41047'}, {'name': 'Biofabrication (M.Sc.)\n(BT)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41046'}]",https://ranking.zeit.de/che/en/fachbereich/133513?subfach=110,2.0%,<10 graduades/year in at least one of the years surveyed; source: department survey,0.0%,71.7%,82.9%,20.0%,,120.9T€,1.4,,,,,,4/11points,2/11points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Sprach- und Literaturwissenschaftliche Fakultät at the Uni Bayreuth,5,20,20,no sufficient data,less than 10 graduates/year,,,,,,,,,,,,,,,,,,,,no data available,no data,Link,Link,none,"[{'name': 'Culture and Society - French Language, Literature and Culture (BA)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41486'}, {'name': 'Etudes Francophones (M.A.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/36873'}]",https://ranking.zeit.de/che/en/fachbereich/440011,,not calculated due to less 10 graduates/year; source: german federal statistical office,0.0%,,,,,,,,,,not ranked,not ranked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Universität Bayreuth,Kulturwissenschaftliche Fakultät at the Uni Bayreuth,,730,302,9/14points,93.3%,,1.8,,2.6,,,,,2.6,,,2.1,1.9,2.2,2.4,2.1,1.9,2.3,2.5,170,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Sports Economics (B)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21505'}, {'name': 'Sports Economics (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/21506'}, {'name': 'Sports Technology (M)', 'url': 'https://ranking.zeit.de/che/en/studiengang/40488'}]",https://ranking.zeit.de/che/en/fachbereich/430572,32.0%,69.2%,4.0%,38.9%,56.9%,,17.5,16.4T€,0.8,,,,,4/9points,5/11points,5/11points,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,
Katholische Universität Eichstätt-Ingolstadt,Sprach- und Literaturwissenschaftliche Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,10,160,30,11/14points,<10 graduades/year in at least one of the years surveyed; source: department survey,,,,,,,,,,,,,,,,,,,,190,teacher qualification (BA/M.Ed./StEx),Link,Link,none,"[{'name': 'English (B.A., interdiciplinary)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41415'}, {'name': 'English (M.A., interdiciplinary)', 'url': 'https://ranking.zeit.de/che/en/studiengang/41416'}]",https://ranking.zeit.de/che/en/fachbereich/30644,,no data available,3.0%,,,,,,,,,,4/9points,6/9points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katholische Universität Eichstätt-Ingolstadt,Mathematisch-Geographische Fakultät at the KU Eichstätt-Ingolstadt/Eichstätt,,370,166,7/14points,88.3%,,1.9,,2.8,,,,1.8,2.7,,1.8,2.1,2.4,2.3,2.3,,,1.8,2.3,110,teacher qualification degree courses are offered,Link,Link,none,"[{'name': 'Geography (B.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/20680'}, {'name': 'Geography: Environmental Processes and Dangers (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34229'}, {'name': 'Management and Geography -Tourism and Regional Planning (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34228'}, {'name': 'Education for Sustainable Development (M.Sc.)', 'url': 'https://ranking.zeit.de/che/en/studiengang/34230'}]",https://ranking.zeit.de/che/en/fachbereich/430050,18.0%,65.4%,3.0%,31.5%,33.5%,,,49.6T€,0.7,< 1%,,,1/9points,1/9points,8/12points,4/12points,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
