name,department_name,program_name,standard_period_of_study,total_credits,number_of_students,first_year_students_per_year,graduates_per_year,graduations_in_appropriate_time,gender_balance_m,gender_balance_f,proportion_of_international_students,international_orientati_studies_abroad,international_orientati_students_mobility,international_orientati_share_in_foreign_language,international_orientation_of_the_degree_course,contact_with_work_environme_internships,contact_with_work_environme_case_studies,contact_with_work_environme_external_staff_members,contact_with_work_environment,degree
Jacobs University Bremen gGmbH,Mathematics & Logistics at the Jacobs Univ. Bremen (priv.),Mathematics (B.Sc.),6 semesters,180,32,15,10,,78,22,0.81,d,a,a,b,,,,,bachelor
Jacobs University Bremen gGmbH,Physics & Earth Sciences at the Jacobs Univ. Bremen (priv.),Physics (B.Sc.),6 semesters,180,31,12,10,,74,26,0.81,d,a,a,b,,,,,bachelor
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),International Relatio Politics and History (B.A.),,180,63,19,,,44,56,0.76,d,a,a,b,,,,,bachelor
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),Integrated Social Sciences (B),,180,15,,12,1,33,67,0.8,d,a,a,b,,,,,bachelor
Jacobs University Bremen gGmbH,Social Sciences & Humanities at the Jacobs Univ. Bremen (priv.),International Relations (M.A.),,120,38,18,12,0.92,24,76,0.61,a,a,a,a,,,,,master
Jacobs University Bremen gGmbH,Department of Psychology & Methods at the Jacobs Univ. Bremen (priv.),Psychology (B.A.),6 semesters,180,60,24,13,1,35,65,0.63,d,a,a,b,,,,,bachelor
Jacobs University Bremen gGmbH,Department of Psychology & Methods at the Jacobs Univ. Bremen (priv.),Psychology (M.Sc.),4 semesters,120,22,9,,,23,77,0.82,d,a,b,c,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering (B.Sc.),6 semesters,180,"1,272",322,136,0.616,85,15,0.08,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding (B.Sc.),6 semesters,180,132,34,27,0.444,85,15,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,"Product Development, Materials and Production (M.Sc.)",4 semesters,120,161,40,50,0.75,89,11,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Medical Engineering (M.Sc.),4 semesters,120,111,40,28,0.545,60,40,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Theoretical Mechanical Engineering (M.Sc.),4 semesters,120,95,28,26,0.692,84,16,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding and Marine Engineering (M.Sc.),4 semesters,120,69,12,30,0.667,78,22,0.01,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Power Engineering (M.Sc.),4 semesters,120,62,16,24,0.745,89,11,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Aviation Systems Engineering (M.Sc.),4 semesters,120,58,19,20,0.641,4,9,0.1,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Joint Masters in Ship and Offshore Technology (M.Sc.),4 semesters,120,13,0,,,4,8,0.69,,a,a,a,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering and Management (M.Sc.),4 semesters,120,135,29,,,4,7,0.82,,a,a,b,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Materials Science (M.Sc.),4 semesters,120,39,13,10,,72,28,0.13,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (B.Sc.),6 semesters,180,211,56,34,0.612,68,32,0.05,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (B.Sc.),6 semesters,180,158,34,25,0.612,69,31,0.09,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (B.Sc.),6 semesters,180,125,30,22,0.636,41,59,0.05,,b,d,d,c,a,a,c,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (M.Sc.),4 semesters,120,61,4,32,0.841,67,33,0.03,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (M.Sc.),4 semesters,120,108,29,40,0.785,56,44,0.05,,b,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (M.Sc.),4 semesters,120,41,8,15,0.667,66,34,0.02,,c,c,d,e,a,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Renewable Energies (M.Sc.),4 semesters,120,41,11,24,0.479,78,22,0.02,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Chemical and Bioprocess Engineering (M.Sc.),4 semesters,120,110,38,12,0.826,58,42,0.96,,a,a,b,e,b,a,d,bachelor
Technische Universität Hamburg,NIT Northern Institute of Technology Management gGmbH at the TU Hamburg,Technology Management (M.A.),4 semesters,90,26,26,11,0.1,69,31,0.69,,,,,,,,,master
Technische Universität Hamburg,NIT Northern Institute of Technology Management gGmbH at the TU Hamburg,Technology Management (MBA),4 semesters,90,10,10,9,0.1,,,1,,,,,,,,,master
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil and Environmental Engineering (B.Sc.),6 semesters,180,626,168,68,0.711,63,37,0.08,d,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil Engineering (M.Sc.),4 semesters,120,184,65,48,0.821,60,40,0.09,d,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Water and Environmental Engineering (M.Sc.),4 semesters,120,26,8,19,0.811,50,50,0.15,d,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Environmental Engineering (M.Sc.),4 semesters,120,98,25,19,0.632,54,46,0.91,d,a,a,b,,,,,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Computer Science (B.Sc.),6 semesters,180,254,114,,,88,12,0.04,d,c,a,c,,,,,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Computer Science Engineering (B.Sc.),6 semesters,180,246,105,32,0.531,87,13,0.13,d,a,b,c,c,d,c,e,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Information and Communication Systems (M.Sc.),4 semesters,120,104,15,10,,75,25,0.95,d,a,a,b,e,b,c,e,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Computer Science Engineering (M.Sc.),4 semesters,120,84,22,26,0.804,86,14,0.07,d,b,a,c,e,b,c,e,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Computer Science (M.Sc.),4 semesters,120,35,,10,,89,11,0.2,d,a,a,b,c,d,c,d,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Electrical Engineering (B.Sc.),6 semesters,180,204,56,40,0.613,4,9,0.12,d,a,c,c,e,b,c,e,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Electrical Engineering (M.Sc.),4 semesters,120,122,30,41,0.827,86,14,0.07,d,b,a,c,e,b,c,e,bachelor
Technische Universität Hamburg,"Studiendekanat Elektrotechnik, Informatik und Mathematik at the TU Hamburg",Microelectronics and Microsystems (M.Sc.),4 semesters,120,90,35,10,,68,32,0.99,d,a,a,b,e,a,c,d,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil and Environmental Engineering (B.Sc.),6 semesters,180,626,168,68,0.711,63,37,0.08,d,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Civil Engineering (M.Sc.),4 semesters,120,184,65,48,0.821,60,40,0.09,d,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Water and Environmental Engineering (M.Sc.),4 semesters,120,26,8,19,0.811,50,50,0.15,d,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Bauwesen at the TU Hamburg,Environmental Engineering (M.Sc.),4 semesters,120,98,25,19,0.632,54,46,0.91,d,a,a,b,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Management-Wissenschaften und Technologie at the TU Hamburg,Logistics and Mobility (B.Sc.),6 semesters,180,461,89,40,0.658,62,38,0.06,,,,,e,a,c,d,bachelor
Technische Universität Hamburg,Studiendekanat Management-Wissenschaften und Technologie at the TU Hamburg,International Industrial Engineering (M.Sc.),4 semesters,120,202,67,61,0.918,76,24,0.06,b,c,b,b,e,b,b,d,bachelor
Technische Universität Hamburg,Studiendekanat Management-Wissenschaften und Technologie at the TU Hamburg,"Logistics, Infrastructure and Mobility (M.Sc.)",4 semesters,120,74,26,45,0.878,54,46,0.08,d,c,c,d,e,a,b,c,bachelor
Technische Universität Hamburg,Studienbereich Allgemeine Ingenieurwissenschaften at the TU Hamburg,General Engineering (B.Sc.),7 semesters,210,477,133,59,0.695,70,30,0.03,,c,d,e,c,b,b,d,bachelor
Technische Universität Hamburg,Studienbereich Allgemeine Ingenieurwissenschaften at the TU Hamburg,General Engineering Science (B.Sc.),7 semesters,210,123,37,20,0.725,70,30,0.44,,a,b,c,c,b,b,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (B.Sc.),6 semesters,180,211,56,34,0.612,68,32,0.05,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (B.Sc.),6 semesters,180,158,34,25,0.612,69,31,0.09,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (B.Sc.),6 semesters,180,125,30,22,0.636,41,59,0.05,,b,d,d,c,a,a,c,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (M.Sc.),4 semesters,120,61,4,32,0.841,67,33,0.03,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (M.Sc.),4 semesters,120,108,29,40,0.785,56,44,0.05,,b,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (M.Sc.),4 semesters,120,41,8,15,0.667,66,34,0.02,,c,c,d,e,a,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Renewable Energies (M.Sc.),4 semesters,120,41,11,24,0.479,78,22,0.02,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Chemical and Bioprocess Engineering (M.Sc.),4 semesters,120,110,38,12,0.826,58,42,0.96,,a,a,b,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering (B.Sc.),6 semesters,180,"1,272",322,136,0.616,85,15,0.08,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding (B.Sc.),6 semesters,180,132,34,27,0.444,85,15,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,"Product Development, Materials and Production (M.Sc.)",4 semesters,120,161,40,50,0.75,89,11,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Medical Engineering (M.Sc.),4 semesters,120,111,40,28,0.545,60,40,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Theoretical Mechanical Engineering (M.Sc.),4 semesters,120,95,28,26,0.692,84,16,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding and Marine Engineering (M.Sc.),4 semesters,120,69,12,30,0.667,78,22,0.01,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Power Engineering (M.Sc.),4 semesters,120,62,16,24,0.745,89,11,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Aviation Systems Engineering (M.Sc.),4 semesters,120,58,19,20,0.641,4,9,0.1,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Joint Masters in Ship and Offshore Technology (M.Sc.),4 semesters,120,13,0,,,4,8,0.69,,a,a,a,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering and Management (M.Sc.),4 semesters,120,135,29,,,4,7,0.82,,a,a,b,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Materials Science (M.Sc.),4 semesters,120,39,13,10,,72,28,0.13,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering (B.Sc.),6 semesters,180,"1,272",322,136,0.616,85,15,0.08,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding (B.Sc.),6 semesters,180,132,34,27,0.444,85,15,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,"Product Development, Materials and Production (M.Sc.)",4 semesters,120,161,40,50,0.75,89,11,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Medical Engineering (M.Sc.),4 semesters,120,111,40,28,0.545,60,40,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Theoretical Mechanical Engineering (M.Sc.),4 semesters,120,95,28,26,0.692,84,16,0.03,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Shipbuilding and Marine Engineering (M.Sc.),4 semesters,120,69,12,30,0.667,78,22,0.01,,c,d,e,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Power Engineering (M.Sc.),4 semesters,120,62,16,24,0.745,89,11,0.05,,b,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Aviation Systems Engineering (M.Sc.),4 semesters,120,58,19,20,0.641,4,9,0.1,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Joint Masters in Ship and Offshore Technology (M.Sc.),4 semesters,120,13,0,,,4,8,0.69,,a,a,a,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechanical Engineering and Management (M.Sc.),4 semesters,120,135,29,,,4,7,0.82,,a,a,b,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Materials Science (M.Sc.),4 semesters,120,39,13,10,,72,28,0.13,,a,d,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechatronics (B.Sc.),6 semesters,180,188,58,15,0.633,4,7,0.22,d,a,,d,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Maschinenbau at the TU Hamburg,Mechatronics (M.Sc.),4 semesters,120,260,74,48,0.653,4,8,0.74,d,a,,b,,,,,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (B.Sc.),6 semesters,180,211,56,34,0.612,68,32,0.05,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (B.Sc.),6 semesters,180,158,34,25,0.612,69,31,0.09,,b,d,d,c,c,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (B.Sc.),6 semesters,180,125,30,22,0.636,41,59,0.05,,b,d,d,c,a,a,c,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Energy and Environmental Engineering (M.Sc.),4 semesters,120,61,4,32,0.841,67,33,0.03,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Process Engineering (M.Sc.),4 semesters,120,108,29,40,0.785,56,44,0.05,,b,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Bio-Processing Technology (M.Sc.),4 semesters,120,41,8,15,0.667,66,34,0.02,,c,c,d,e,a,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Renewable Energies (M.Sc.),4 semesters,120,41,11,24,0.479,78,22,0.02,,c,c,d,e,b,a,d,bachelor
Technische Universität Hamburg,Studiendekanat Verfahrenstechnik at the TU Hamburg,Chemical and Bioprocess Engineering (M.Sc.),4 semesters,120,110,38,12,0.826,58,42,0.96,,a,a,b,e,b,a,d,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni BW Hamburg,Business Administration (B.Sc.),7 semesters,180,382,127,78,1,87,13,0,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni BW Hamburg,Business Administration (M.Sc.),5 semesters,120,98,77,95,1,83,17,0,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni BW Hamburg,Economics (B.Sc.),7 semesters,180,135,79,21,1,4,4,0,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Wirtschafts- und Sozialwissenschaften at the Uni BW Hamburg,Economics (M.Sc.),5 semesters,120,38,,21,1,4,3,0,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Geistes- und Sozialwissenschaften at the Uni BW Hamburg,Education and Learning Science (B.A.),5 semesters,180,296,92,87,,,,0,,,,,c,b,c,d,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Geistes- und Sozialwissenschaften at the Uni BW Hamburg,Education and Learning Science (M.A.),3 semesters,120,156,0,83,,,,0,,,,,d,b,c,d,master
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Electrical Engineering and Information Technology (B.Sc.),7 semesters,180,64,21,18,1,4,5,0.08,d,b,c,d,e,d,a,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Electrical Energy Engineering/Technology (M.Sc.),5 semesters,120,2,1,10,,4,10,0,d,c,d,e,e,d,a,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Information Technology (M.Sc.),5 semesters,120,1,1,10,,4,10,0,d,c,d,e,e,d,a,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Renewable Energies and Intelligent Networks (M.Sc.),5 semesters,120,4,4,10,,4,10,0.25,d,a,d,d,e,d,a,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Computer Science Engineering (M.Sc.),5 semesters,120,13,8,10,,4,10,0.08,d,b,d,d,e,d,a,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultätsübergreifender Studienbereichsausschuss Wirtschaftsingenieurwesen at the Uni BW Hamburg,Industrial Engineering (B.Sc.),7 semesters,180,52,21,20,1,4,8,0,d,d,c,d,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultätsübergreifender Studienbereichsausschuss Wirtschaftsingenieurwesen at the Uni BW Hamburg,Logistics (B.Sc.),7 semesters,180,,,,,,,,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultätsübergreifender Studienbereichsausschuss Wirtschaftsingenieurwesen at the Uni BW Hamburg,Industrial Engineering (M.Sc.),5 semesters,120,18,16,19,1,4,6,0,d,d,c,d,e,c,c,e,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultätsübergreifender Studienbereichsausschuss Wirtschaftsingenieurwesen at the Uni BW Hamburg,Logistics (M.Sc.),5 semesters,120,,,,,,,,,,,,,,,,bachelor
Helmut-Schmidt-Universität - Universität der Bundeswehr Hamburg,Fakultät für Elektrotechnik at the Uni BW Hamburg,Electrical Engineering and Information Technology (B.Sc.),7 semesters,180,64,21,18,1,4,5,0.08,d,b,c,d,e,d,a,e,bachelor
